id_leitura,id_sensor,id_peca,sensor_tipo,leitura_data_hora,tempo_uso,ciclos,temperatura,vibracao,falha,risco_falha
641,1,1,temperatura,2025-09-01 02:25:33.578802,382.99,768,79.49,9.393,0,alto
642,1,1,temperatura,2025-09-01 02:55:33.578802,383.45,769,82.01,9.354,1,alto
643,1,1,temperatura,2025-09-01 03:25:33.578802,383.82,771,79.81,9.658,0,alto
644,1,1,temperatura,2025-09-01 03:55:33.578802,384.28,771,78.45,9.492,0,alto
645,1,1,temperatura,2025-09-01 04:25:33.578802,384.58,772,83.19,9.494,0,alto
646,1,1,temperatura,2025-09-01 04:55:33.578802,385.49,772,77.73,9.399,0,alto
647,1,1,temperatura,2025-09-01 05:25:33.578802,386.16,772,81.26,9.605,0,alto
648,1,1,temperatura,2025-09-01 05:55:33.578802,386.91,773,80.86,9.447,0,alto
649,1,1,temperatura,2025-09-01 06:25:33.578802,387.74,774,80.83,9.477,0,alto
650,1,1,temperatura,2025-09-01 06:55:33.578802,388.34,777,81.18,9.842,1,alto
651,2,1,vibracao,2025-08-18 18:25:33.578802,0.26,1,49.55,2.011,0,baixo
652,2,1,vibracao,2025-08-18 18:55:33.578802,0.92,2,55.33,1.652,0,baixo
653,2,1,vibracao,2025-08-18 19:25:33.578802,1.57,3,52.4,1.589,0,baixo
654,2,1,vibracao,2025-08-18 19:55:33.578802,2.47,7,52.47,2.146,0,baixo
655,2,1,vibracao,2025-08-18 20:25:33.578802,3.12,7,55.27,1.968,0,baixo
656,2,1,vibracao,2025-08-18 20:55:33.578802,4.09,9,52.36,2.134,0,baixo
657,2,1,vibracao,2025-08-18 21:25:33.578802,4.32,10,53.78,2.085,0,baixo
658,2,1,vibracao,2025-08-18 21:55:33.578802,4.6,11,56.15,1.852,0,baixo
659,2,1,vibracao,2025-08-18 22:25:33.578802,4.84,11,58.82,2.089,0,baixo
660,2,1,vibracao,2025-08-18 22:55:33.578802,5.19,12,58.87,1.8,0,baixo
661,2,1,vibracao,2025-08-18 23:25:33.578802,5.82,12,59.45,2.465,0,baixo
662,2,1,vibracao,2025-08-18 23:55:33.578802,6.54,13,60.21,1.792,0,baixo
663,2,1,vibracao,2025-08-19 00:25:33.578802,6.77,14,61.85,2.088,0,baixo
664,2,1,vibracao,2025-08-19 00:55:33.578802,7.73,15,62.56,1.893,0,baixo
665,2,1,vibracao,2025-08-19 01:25:33.578802,8.6,18,61.38,2.317,0,baixo
666,2,1,vibracao,2025-08-19 01:55:33.578802,9.04,19,64.28,2.1,0,baixo
667,2,1,vibracao,2025-08-19 02:25:33.578802,9.3,20,63.16,2.06,0,baixo
668,2,1,vibracao,2025-08-19 02:55:33.578802,9.64,21,66.05,2.41,0,baixo
669,2,1,vibracao,2025-08-19 03:25:33.578802,9.94,23,65.76,2.214,0,baixo
670,2,1,vibracao,2025-08-19 03:55:33.578802,10.24,23,71.81,2.34,0,baixo
671,2,1,vibracao,2025-08-19 04:25:33.578802,10.85,26,67.68,1.982,0,baixo
672,2,1,vibracao,2025-08-19 04:55:33.578802,11.25,27,65.6,1.885,0,baixo
673,2,1,vibracao,2025-08-19 05:25:33.578802,11.74,27,68.13,2.27,0,baixo
674,2,1,vibracao,2025-08-19 05:55:33.578802,12.73,27,69.42,2.179,0,baixo
675,2,1,vibracao,2025-08-19 06:25:33.578802,13.47,28,71.48,2.429,0,baixo
676,2,1,vibracao,2025-08-19 06:55:33.578802,14.43,28,67.25,2.267,0,baixo
677,2,1,vibracao,2025-08-19 07:25:33.578802,14.75,30,65.17,2.347,0,baixo
678,2,1,vibracao,2025-08-19 07:55:33.578802,15.25,31,69.07,1.9,0,baixo
679,2,1,vibracao,2025-08-19 08:25:33.578802,15.9,31,64.57,2.788,0,baixo
680,2,1,vibracao,2025-08-19 08:55:33.578802,16.16,31,65.6,2.279,0,baixo
681,2,1,vibracao,2025-08-19 09:25:33.578802,16.36,32,65.16,2.5,0,baixo
682,2,1,vibracao,2025-08-19 09:55:33.578802,17.1,32,64.67,2.127,0,baixo
683,2,1,vibracao,2025-08-19 10:25:33.578802,17.81,34,65.13,2.429,0,baixo
684,2,1,vibracao,2025-08-19 10:55:33.578802,18.34,35,61.7,2.037,0,baixo
685,2,1,vibracao,2025-08-19 11:25:33.578802,18.93,36,61.44,2.487,0,baixo
686,2,1,vibracao,2025-08-19 11:55:33.578802,19.46,37,60.88,2.295,0,baixo
687,2,1,vibracao,2025-08-19 12:25:33.578802,19.68,38,60.14,2.398,0,baixo
688,2,1,vibracao,2025-08-19 12:55:33.578802,20.15,39,59.04,2.574,0,baixo
689,2,1,vibracao,2025-08-19 13:25:33.578802,20.49,44,58.68,2.109,0,baixo
690,2,1,vibracao,2025-08-19 13:55:33.578802,20.77,44,58.47,2.25,0,baixo
691,2,1,vibracao,2025-08-19 14:25:33.578802,21.74,45,56.81,2.553,0,baixo
692,2,1,vibracao,2025-08-19 14:55:33.578802,22.42,47,56.14,2.978,0,baixo
693,2,1,vibracao,2025-08-19 15:25:33.578802,23.2,48,51.8,2.433,0,baixo
694,2,1,vibracao,2025-08-19 15:55:33.578802,23.65,48,54.15,2.623,0,baixo
695,2,1,vibracao,2025-08-19 16:25:33.578802,24.17,50,54.47,2.461,0,baixo
696,2,1,vibracao,2025-08-19 16:55:33.578802,24.56,51,54.57,2.981,0,baixo
697,2,1,vibracao,2025-08-19 17:25:33.578802,24.83,52,51.8,2.066,0,baixo
698,2,1,vibracao,2025-08-19 17:55:33.578802,25.18,53,51.78,2.534,0,baixo
699,2,1,vibracao,2025-08-19 18:25:33.578802,26.02,53,52.01,2.116,0,baixo
700,2,1,vibracao,2025-08-19 18:55:33.578802,26.76,53,54.21,1.907,0,baixo
701,2,1,vibracao,2025-08-19 19:25:33.578802,27.4,55,55.45,2.623,0,baixo
702,2,1,vibracao,2025-08-19 19:55:33.578802,27.98,55,53.31,2.592,0,baixo
703,2,1,vibracao,2025-08-19 20:25:33.578802,28.91,58,56.28,2.507,0,baixo
704,2,1,vibracao,2025-08-19 20:55:33.578802,29.17,60,55.56,2.561,0,baixo
705,2,1,vibracao,2025-08-19 21:25:33.578802,29.6,64,55.91,3.379,0,baixo
706,2,1,vibracao,2025-08-19 21:55:33.578802,30.08,65,56.63,2.549,0,baixo
707,2,1,vibracao,2025-08-19 22:25:33.578802,30.9,68,59.32,2.761,0,baixo
708,2,1,vibracao,2025-08-19 22:55:33.578802,31.9,68,59.58,2.486,0,baixo
709,2,1,vibracao,2025-08-19 23:25:33.578802,32.29,70,64.13,2.733,0,baixo
710,2,1,vibracao,2025-08-19 23:55:33.578802,33.19,71,59.57,2.616,0,baixo
711,2,1,vibracao,2025-08-20 00:25:33.578802,34.05,72,63.11,2.588,0,baixo
712,2,1,vibracao,2025-08-20 00:55:33.578802,34.43,72,62.27,3.151,0,baixo
713,2,1,vibracao,2025-08-20 01:25:33.578802,34.95,73,62.68,3.001,0,baixo
714,2,1,vibracao,2025-08-20 01:55:33.578802,35.48,73,65.18,2.749,0,baixo
715,2,1,vibracao,2025-08-20 02:25:33.578802,36.46,73,66.36,2.153,0,baixo
716,2,1,vibracao,2025-08-20 02:55:33.578802,36.81,75,72.19,2.649,0,baixo
717,2,1,vibracao,2025-08-20 03:25:33.578802,37.65,75,67.34,3.428,0,baixo
718,2,1,vibracao,2025-08-20 03:55:33.578802,38.11,75,66.25,2.702,0,baixo
719,2,1,vibracao,2025-08-20 04:25:33.578802,38.9,78,69.29,3.054,0,baixo
720,2,1,vibracao,2025-08-20 04:55:33.578802,39.43,80,65.45,3.152,0,baixo
721,2,1,vibracao,2025-08-20 05:25:33.578802,40.1,81,69.27,2.859,0,baixo
722,2,1,vibracao,2025-08-20 05:55:33.578802,40.96,85,69.6,2.616,0,baixo
723,2,1,vibracao,2025-08-20 06:25:33.578802,41.81,86,70.98,2.233,0,baixo
724,2,1,vibracao,2025-08-20 06:55:33.578802,42.7,87,71.15,3.029,0,baixo
725,2,1,vibracao,2025-08-20 07:25:33.578802,42.95,89,68.19,2.663,0,baixo
726,2,1,vibracao,2025-08-20 07:55:33.578802,43.7,91,68.42,2.927,0,baixo
727,2,1,vibracao,2025-08-20 08:25:33.578802,44.01,92,66.76,2.578,0,baixo
728,2,1,vibracao,2025-08-20 08:55:33.578802,44.55,93,65.46,2.834,0,baixo
729,2,1,vibracao,2025-08-20 09:25:33.578802,45.18,96,67.3,2.926,0,baixo
730,2,1,vibracao,2025-08-20 09:55:33.578802,45.71,99,63.62,3.0,0,baixo
731,2,1,vibracao,2025-08-20 10:25:33.578802,46.32,100,64.27,2.666,0,baixo
732,2,1,vibracao,2025-08-20 10:55:33.578802,47.32,101,62.27,3.262,0,baixo
733,2,1,vibracao,2025-08-20 11:25:33.578802,47.63,102,64.04,2.82,0,baixo
734,2,1,vibracao,2025-08-20 11:55:33.578802,48.37,104,65.28,2.567,0,baixo
735,2,1,vibracao,2025-08-20 12:25:33.578802,48.88,104,58.67,2.966,0,baixo
736,2,1,vibracao,2025-08-20 12:55:33.578802,49.19,104,56.65,3.006,0,baixo
737,2,1,vibracao,2025-08-20 13:25:33.578802,49.52,105,58.78,3.045,0,baixo
738,2,1,vibracao,2025-08-20 13:55:33.578802,50.48,106,58.12,3.363,0,baixo
739,2,1,vibracao,2025-08-20 14:25:33.578802,51.38,106,57.63,2.977,0,baixo
740,2,1,vibracao,2025-08-20 14:55:33.578802,52.31,108,55.67,3.025,0,baixo
741,2,1,vibracao,2025-08-20 15:25:33.578802,53.3,110,55.44,2.799,0,baixo
742,2,1,vibracao,2025-08-20 15:55:33.578802,53.67,111,55.88,3.288,0,baixo
743,2,1,vibracao,2025-08-20 16:25:33.578802,54.15,112,56.62,3.138,0,baixo
744,2,1,vibracao,2025-08-20 16:55:33.578802,54.89,114,50.9,3.003,0,baixo
745,2,1,vibracao,2025-08-20 17:25:33.578802,55.47,116,53.56,2.646,0,baixo
746,2,1,vibracao,2025-08-20 17:55:33.578802,56.01,119,54.54,3.499,0,baixo
747,2,1,vibracao,2025-08-20 18:25:33.578802,56.49,122,52.58,2.845,0,baixo
748,2,1,vibracao,2025-08-20 18:55:33.578802,57.17,124,57.56,3.02,0,baixo
749,2,1,vibracao,2025-08-20 19:25:33.578802,57.83,124,53.63,3.267,0,baixo
750,2,1,vibracao,2025-08-20 19:55:33.578802,58.16,126,55.16,2.888,0,baixo
751,2,1,vibracao,2025-08-20 20:25:33.578802,58.74,127,56.82,2.825,0,baixo
752,2,1,vibracao,2025-08-20 20:55:33.578802,59.38,128,55.45,2.68,0,baixo
753,2,1,vibracao,2025-08-20 21:25:33.578802,60.04,130,53.99,3.406,0,baixo
754,2,1,vibracao,2025-08-20 21:55:33.578802,60.4,132,57.42,3.1,0,baixo
755,2,1,vibracao,2025-08-20 22:25:33.578802,61.2,134,61.0,3.985,0,baixo
756,2,1,vibracao,2025-08-20 22:55:33.578802,61.42,134,59.53,3.008,0,baixo
757,2,1,vibracao,2025-08-20 23:25:33.578802,61.9,134,59.65,3.033,0,baixo
758,2,1,vibracao,2025-08-20 23:55:33.578802,62.73,134,63.91,3.135,0,baixo
759,2,1,vibracao,2025-08-21 00:25:33.578802,63.38,136,62.72,3.351,0,baixo
760,2,1,vibracao,2025-08-21 00:55:33.578802,63.79,136,63.44,3.179,0,baixo
761,2,1,vibracao,2025-08-21 01:25:33.578802,64.54,138,65.66,3.466,0,medio
762,2,1,vibracao,2025-08-21 01:55:33.578802,65.2,140,67.75,3.083,0,medio
763,2,1,vibracao,2025-08-21 02:25:33.578802,66.03,142,71.57,3.0,0,medio
764,2,1,vibracao,2025-08-21 02:55:33.578802,66.82,143,69.6,2.91,0,medio
765,2,1,vibracao,2025-08-21 03:25:33.578802,67.51,143,70.92,2.814,0,medio
766,2,1,vibracao,2025-08-21 03:55:33.578802,68.1,144,68.55,3.252,0,medio
767,2,1,vibracao,2025-08-21 04:25:33.578802,68.41,144,68.1,3.311,0,medio
768,2,1,vibracao,2025-08-21 04:55:33.578802,68.81,144,70.43,3.234,0,medio
769,2,1,vibracao,2025-08-21 05:25:33.578802,69.35,144,70.76,3.711,0,medio
770,2,1,vibracao,2025-08-21 05:55:33.578802,70.03,145,68.74,3.72,0,medio
771,2,1,vibracao,2025-08-21 06:25:33.578802,70.64,146,70.34,3.341,0,medio
772,2,1,vibracao,2025-08-21 06:55:33.578802,71.07,147,71.21,2.985,0,medio
773,2,1,vibracao,2025-08-21 07:25:33.578802,71.28,148,70.84,3.297,0,medio
774,2,1,vibracao,2025-08-21 07:55:33.578802,71.87,150,70.68,3.303,0,medio
775,2,1,vibracao,2025-08-21 08:25:33.578802,72.3,151,69.75,3.298,0,medio
776,2,1,vibracao,2025-08-21 08:55:33.578802,73.09,154,67.67,3.307,0,medio
777,2,1,vibracao,2025-08-21 09:25:33.578802,73.31,157,66.91,3.329,0,medio
778,2,1,vibracao,2025-08-21 09:55:33.578802,73.98,158,64.84,3.408,0,medio
779,2,1,vibracao,2025-08-21 10:25:33.578802,74.93,159,69.32,3.363,0,medio
780,2,1,vibracao,2025-08-21 10:55:33.578802,75.27,160,65.16,3.581,0,medio
781,2,1,vibracao,2025-08-21 11:25:33.578802,75.85,160,63.73,3.628,0,medio
782,2,1,vibracao,2025-08-21 11:55:33.578802,76.12,162,61.43,3.319,0,medio
783,2,1,vibracao,2025-08-21 12:25:33.578802,76.82,163,67.37,3.878,0,medio
784,2,1,vibracao,2025-08-21 12:55:33.578802,77.46,163,59.14,3.324,0,medio
785,2,1,vibracao,2025-08-21 13:25:33.578802,77.99,164,59.32,3.175,0,medio
786,2,1,vibracao,2025-08-21 13:55:33.578802,78.6,164,59.91,3.684,0,medio
787,2,1,vibracao,2025-08-21 14:25:33.578802,79.52,165,59.4,3.401,0,medio
788,2,1,vibracao,2025-08-21 14:55:33.578802,79.88,166,59.25,3.693,0,medio
789,2,1,vibracao,2025-08-21 15:25:33.578802,80.1,168,60.09,3.021,0,medio
790,2,1,vibracao,2025-08-21 15:55:33.578802,80.99,169,57.18,3.985,0,medio
791,2,1,vibracao,2025-08-21 16:25:33.578802,81.65,171,53.91,3.82,1,medio
792,2,1,vibracao,2025-08-21 16:55:33.578802,82.56,171,55.02,3.291,0,medio
793,2,1,vibracao,2025-08-21 17:25:33.578802,83.24,173,55.84,3.311,0,medio
794,2,1,vibracao,2025-08-21 17:55:33.578802,84.08,173,58.94,4.112,0,medio
795,2,1,vibracao,2025-08-21 18:25:33.578802,84.63,175,52.77,3.523,0,medio
796,2,1,vibracao,2025-08-21 18:55:33.578802,85.43,176,57.66,3.513,0,medio
797,2,1,vibracao,2025-08-21 19:25:33.578802,86.36,177,56.17,3.171,0,medio
798,2,1,vibracao,2025-08-21 19:55:33.578802,87.02,178,57.82,3.663,0,medio
799,2,1,vibracao,2025-08-21 20:25:33.578802,87.36,181,56.71,3.706,0,medio
800,2,1,vibracao,2025-08-21 20:55:33.578802,87.78,181,56.06,3.948,0,medio
801,2,1,vibracao,2025-08-21 21:25:33.578802,88.14,183,59.72,3.43,0,medio
802,2,1,vibracao,2025-08-21 21:55:33.578802,88.53,185,60.42,3.41,1,medio
803,2,1,vibracao,2025-08-21 22:25:33.578802,88.98,186,61.94,3.912,0,medio
804,2,1,vibracao,2025-08-21 22:55:33.578802,89.62,187,61.17,4.064,1,medio
805,2,1,vibracao,2025-08-21 23:25:33.578802,90.29,189,61.17,3.434,0,medio
806,2,1,vibracao,2025-08-21 23:55:33.578802,90.83,191,60.51,4.11,0,medio
807,2,1,vibracao,2025-08-22 00:25:33.578802,91.53,192,65.86,3.862,0,medio
808,2,1,vibracao,2025-08-22 00:55:33.578802,91.79,192,66.19,4.13,0,medio
809,2,1,vibracao,2025-08-22 01:25:33.578802,92.06,193,64.69,3.846,0,medio
810,2,1,vibracao,2025-08-22 01:55:33.578802,92.4,193,66.42,3.238,0,medio
811,2,1,vibracao,2025-08-22 02:25:33.578802,93.01,195,67.46,3.845,0,medio
812,2,1,vibracao,2025-08-22 02:55:33.578802,93.38,198,66.46,4.161,0,medio
813,2,1,vibracao,2025-08-22 03:25:33.578802,93.81,200,68.38,3.684,0,medio
814,2,1,vibracao,2025-08-22 03:55:33.578802,94.33,201,68.43,3.82,0,medio
815,2,1,vibracao,2025-08-22 04:25:33.578802,95.18,201,70.24,3.886,0,medio
816,2,1,vibracao,2025-08-22 04:55:33.578802,95.39,202,70.02,3.211,0,medio
817,2,1,vibracao,2025-08-22 05:25:33.578802,96.11,203,68.67,4.367,0,medio
818,2,1,vibracao,2025-08-22 05:55:33.578802,96.85,205,75.36,3.74,1,alto
819,2,1,vibracao,2025-08-22 06:25:33.578802,97.69,208,73.97,4.112,0,alto
820,2,1,vibracao,2025-08-22 06:55:33.578802,98.63,209,70.16,3.98,0,medio
821,2,1,vibracao,2025-08-22 07:25:33.578802,98.85,210,71.75,4.322,0,alto
822,2,1,vibracao,2025-08-22 07:55:33.578802,99.17,211,71.58,4.117,0,alto
823,2,1,vibracao,2025-08-22 08:25:33.578802,100.08,211,72.44,3.97,0,alto
824,2,1,vibracao,2025-08-22 08:55:33.578802,100.65,212,68.17,3.816,0,medio
825,2,1,vibracao,2025-08-22 09:25:33.578802,101.3,213,70.86,4.251,0,alto
826,2,1,vibracao,2025-08-22 09:55:33.578802,102.03,214,67.08,3.597,1,medio
827,2,1,vibracao,2025-08-22 10:25:33.578802,102.77,216,64.76,4.243,0,medio
828,2,1,vibracao,2025-08-22 10:55:33.578802,103.72,217,67.52,3.823,0,medio
829,2,1,vibracao,2025-08-22 11:25:33.578802,104.71,218,67.55,4.429,0,alto
830,2,1,vibracao,2025-08-22 11:55:33.578802,105.49,220,68.88,4.173,0,alto
831,2,1,vibracao,2025-08-22 12:25:33.578802,105.92,220,61.03,4.3,0,medio
832,2,1,vibracao,2025-08-22 12:55:33.578802,106.82,221,63.45,4.175,0,medio
833,2,1,vibracao,2025-08-22 13:25:33.578802,107.06,223,60.47,3.725,0,medio
834,2,1,vibracao,2025-08-22 13:55:33.578802,107.45,224,61.68,3.957,0,medio
835,2,1,vibracao,2025-08-22 14:25:33.578802,108.37,226,56.78,4.359,0,medio
836,2,1,vibracao,2025-08-22 14:55:33.578802,108.77,226,56.36,4.238,0,medio
837,2,1,vibracao,2025-08-22 15:25:33.578802,109.15,227,56.55,4.5,1,medio
838,2,1,vibracao,2025-08-22 15:55:33.578802,109.46,227,57.49,4.31,0,medio
839,2,1,vibracao,2025-08-22 16:25:33.578802,110.35,228,55.75,3.984,0,medio
840,2,1,vibracao,2025-08-22 16:55:33.578802,110.95,229,57.75,4.038,0,medio
841,2,1,vibracao,2025-08-22 17:25:33.578802,111.69,229,58.21,4.274,0,medio
842,2,1,vibracao,2025-08-22 17:55:33.578802,112.08,229,57.36,3.675,0,medio
843,2,1,vibracao,2025-08-22 18:25:33.578802,112.88,229,59.26,4.684,1,alto
844,2,1,vibracao,2025-08-22 18:55:33.578802,113.69,230,57.31,4.391,0,medio
845,2,1,vibracao,2025-08-22 19:25:33.578802,114.14,230,54.7,4.594,0,medio
846,2,1,vibracao,2025-08-22 19:55:33.578802,114.67,231,59.8,3.902,0,medio
847,2,1,vibracao,2025-08-22 20:25:33.578802,115.04,234,56.85,4.622,0,alto
848,2,1,vibracao,2025-08-22 20:55:33.578802,116.02,234,60.28,4.883,0,alto
849,2,1,vibracao,2025-08-22 21:25:33.578802,116.74,235,62.27,4.008,0,alto
850,2,1,vibracao,2025-08-22 21:55:33.578802,117.68,238,61.15,4.553,0,alto
851,2,1,vibracao,2025-08-22 22:25:33.578802,118.13,239,58.58,4.37,1,alto
852,2,1,vibracao,2025-08-22 22:55:33.578802,118.95,240,60.64,3.998,0,alto
853,2,1,vibracao,2025-08-22 23:25:33.578802,119.76,241,65.72,4.522,0,alto
854,2,1,vibracao,2025-08-22 23:55:33.578802,120.52,242,64.1,4.621,0,alto
855,2,1,vibracao,2025-08-23 00:25:33.578802,121.49,244,65.63,4.282,0,alto
856,2,1,vibracao,2025-08-23 00:55:33.578802,122.01,245,67.91,4.734,0,alto
857,2,1,vibracao,2025-08-23 01:25:33.578802,122.31,247,68.81,4.035,0,alto
858,2,1,vibracao,2025-08-23 01:55:33.578802,123.05,248,69.03,4.092,0,alto
859,2,1,vibracao,2025-08-23 02:25:33.578802,123.83,251,69.07,4.519,0,alto
860,2,1,vibracao,2025-08-23 02:55:33.578802,124.49,253,69.72,4.506,0,alto
861,2,1,vibracao,2025-08-23 03:25:33.578802,124.86,254,72.54,4.329,0,alto
862,2,1,vibracao,2025-08-23 03:55:33.578802,125.46,256,72.62,4.724,0,alto
863,2,1,vibracao,2025-08-23 04:25:33.578802,125.91,258,71.67,4.666,1,alto
864,2,1,vibracao,2025-08-23 04:55:33.578802,126.45,258,74.45,4.756,0,alto
865,2,1,vibracao,2025-08-23 05:25:33.578802,127.17,259,72.53,4.524,0,alto
866,2,1,vibracao,2025-08-23 05:55:33.578802,127.96,259,71.34,4.718,0,alto
867,2,1,vibracao,2025-08-23 06:25:33.578802,128.35,260,71.48,4.464,0,alto
868,2,1,vibracao,2025-08-23 06:55:33.578802,128.87,260,70.92,5.097,0,alto
869,2,1,vibracao,2025-08-23 07:25:33.578802,129.29,261,71.89,4.389,0,alto
870,2,1,vibracao,2025-08-23 07:55:33.578802,129.65,264,74.18,5.131,0,alto
871,2,1,vibracao,2025-08-23 08:25:33.578802,130.47,267,69.98,4.633,0,alto
872,2,1,vibracao,2025-08-23 08:55:33.578802,131.4,270,71.14,4.302,0,alto
873,2,1,vibracao,2025-08-23 09:25:33.578802,131.9,271,68.87,4.998,0,alto
874,2,1,vibracao,2025-08-23 09:55:33.578802,132.7,271,68.75,4.699,0,alto
875,2,1,vibracao,2025-08-23 10:25:33.578802,133.62,272,65.6,4.897,0,alto
876,2,1,vibracao,2025-08-23 10:55:33.578802,134.49,273,66.97,5.006,0,alto
877,2,1,vibracao,2025-08-23 11:25:33.578802,134.84,274,66.01,4.792,0,alto
878,2,1,vibracao,2025-08-23 11:55:33.578802,135.8,276,66.33,4.579,0,alto
879,2,1,vibracao,2025-08-23 12:25:33.578802,136.31,276,64.72,4.979,0,alto
880,2,1,vibracao,2025-08-23 12:55:33.578802,136.78,276,61.15,4.742,0,alto
881,2,1,vibracao,2025-08-23 13:25:33.578802,137.03,278,64.27,4.922,0,alto
882,2,1,vibracao,2025-08-23 13:55:33.578802,137.62,278,61.77,4.221,0,alto
883,2,1,vibracao,2025-08-23 14:25:33.578802,137.9,281,60.89,4.883,0,alto
884,2,1,vibracao,2025-08-23 14:55:33.578802,138.3,281,59.72,4.617,0,alto
885,2,1,vibracao,2025-08-23 15:25:33.578802,138.76,281,58.12,5.197,0,alto
886,2,1,vibracao,2025-08-23 15:55:33.578802,139.6,281,58.86,4.952,1,alto
887,2,1,vibracao,2025-08-23 16:25:33.578802,140.5,281,58.87,4.87,0,alto
888,2,1,vibracao,2025-08-23 16:55:33.578802,140.95,281,54.53,4.938,0,alto
889,2,1,vibracao,2025-08-23 17:25:33.578802,141.83,281,56.5,4.58,0,alto
890,2,1,vibracao,2025-08-23 17:55:33.578802,142.72,283,56.96,5.254,1,alto
891,2,1,vibracao,2025-08-23 18:25:33.578802,143.53,285,57.95,5.363,0,alto
892,2,1,vibracao,2025-08-23 18:55:33.578802,143.85,286,59.84,4.971,0,alto
893,2,1,vibracao,2025-08-23 19:25:33.578802,144.6,287,56.64,5.284,0,alto
894,2,1,vibracao,2025-08-23 19:55:33.578802,145.56,288,57.61,4.761,0,alto
895,2,1,vibracao,2025-08-23 20:25:33.578802,146.3,288,58.17,4.715,0,alto
896,2,1,vibracao,2025-08-23 20:55:33.578802,146.77,289,58.34,4.934,0,alto
897,2,1,vibracao,2025-08-23 21:25:33.578802,147.37,294,59.96,5.054,1,alto
898,2,1,vibracao,2025-08-23 21:55:33.578802,148.08,297,62.87,4.865,0,alto
899,2,1,vibracao,2025-08-23 22:25:33.578802,148.69,300,60.54,5.115,0,alto
900,2,1,vibracao,2025-08-23 22:55:33.578802,148.99,300,64.2,5.061,0,alto
901,2,1,vibracao,2025-08-23 23:25:33.578802,149.44,301,61.41,4.744,0,alto
902,2,1,vibracao,2025-08-23 23:55:33.578802,150.28,303,64.54,5.141,0,alto
903,2,1,vibracao,2025-08-24 00:25:33.578802,151.17,304,66.03,5.243,0,alto
904,2,1,vibracao,2025-08-24 00:55:33.578802,151.48,306,70.68,5.08,0,alto
905,2,1,vibracao,2025-08-24 01:25:33.578802,152.44,307,68.21,5.342,0,alto
906,2,1,vibracao,2025-08-24 01:55:33.578802,152.9,309,65.71,4.762,0,alto
907,2,1,vibracao,2025-08-24 02:25:33.578802,153.63,310,66.98,5.196,0,alto
908,2,1,vibracao,2025-08-24 02:55:33.578802,154.44,312,71.47,4.804,0,alto
909,2,1,vibracao,2025-08-24 03:25:33.578802,155.28,313,73.25,4.833,0,alto
910,2,1,vibracao,2025-08-24 03:55:33.578802,156.24,314,73.46,4.971,0,alto
911,2,1,vibracao,2025-08-24 04:25:33.578802,156.69,317,73.59,4.907,0,alto
912,2,1,vibracao,2025-08-24 04:55:33.578802,157.58,318,75.77,5.022,0,alto
913,2,1,vibracao,2025-08-24 05:25:33.578802,157.88,320,72.95,5.115,0,alto
914,2,1,vibracao,2025-08-24 05:55:33.578802,158.65,323,75.66,5.397,0,alto
915,2,1,vibracao,2025-08-24 06:25:33.578802,159.44,324,71.09,5.121,0,alto
916,2,1,vibracao,2025-08-24 06:55:33.578802,160.18,324,72.24,4.816,0,alto
917,2,1,vibracao,2025-08-24 07:25:33.578802,160.59,327,70.33,5.511,0,alto
918,2,1,vibracao,2025-08-24 07:55:33.578802,161.48,329,72.68,5.035,0,alto
919,2,1,vibracao,2025-08-24 08:25:33.578802,161.82,330,72.54,5.238,0,alto
920,2,1,vibracao,2025-08-24 08:55:33.578802,162.06,332,72.17,5.373,0,alto
921,2,1,vibracao,2025-08-24 09:25:33.578802,162.84,332,71.33,5.322,0,alto
922,2,1,vibracao,2025-08-24 09:55:33.578802,163.42,332,68.71,5.555,0,alto
923,2,1,vibracao,2025-08-24 10:25:33.578802,164.3,332,69.14,5.414,0,alto
924,2,1,vibracao,2025-08-24 10:55:33.578802,164.8,334,65.82,5.092,0,alto
925,2,1,vibracao,2025-08-24 11:25:33.578802,165.14,334,69.96,5.857,0,alto
926,2,1,vibracao,2025-08-24 11:55:33.578802,166.01,336,65.95,5.379,0,alto
927,2,1,vibracao,2025-08-24 12:25:33.578802,166.65,337,64.6,5.305,0,alto
928,2,1,vibracao,2025-08-24 12:55:33.578802,167.0,337,67.32,5.588,1,alto
929,2,1,vibracao,2025-08-24 13:25:33.578802,167.77,337,61.25,5.421,0,alto
930,2,1,vibracao,2025-08-24 13:55:33.578802,168.38,339,60.53,5.473,1,alto
931,2,1,vibracao,2025-08-24 14:25:33.578802,169.07,341,59.73,6.012,0,alto
932,2,1,vibracao,2025-08-24 14:55:33.578802,169.63,342,60.8,5.331,0,alto
933,2,1,vibracao,2025-08-24 15:25:33.578802,170.5,342,61.02,5.333,0,alto
934,2,1,vibracao,2025-08-24 15:55:33.578802,171.36,346,61.02,5.465,0,alto
935,2,1,vibracao,2025-08-24 16:25:33.578802,172.13,346,63.85,5.715,0,alto
936,2,1,vibracao,2025-08-24 16:55:33.578802,172.41,348,54.83,5.08,0,alto
937,2,1,vibracao,2025-08-24 17:25:33.578802,173.28,351,59.79,4.985,0,alto
938,2,1,vibracao,2025-08-24 17:55:33.578802,174.02,353,57.63,5.346,0,alto
939,2,1,vibracao,2025-08-24 18:25:33.578802,174.78,354,57.65,5.098,0,alto
940,2,1,vibracao,2025-08-24 18:55:33.578802,175.27,355,57.79,5.41,0,alto
